epoch,train_loss,val_auc,val_prc,val_acc,lr
1,0.248921980399911,0.8083517925998851,0.27463541811605074,0.9348958333333334,0.0005573770491803278
2,0.19639271464410837,0.8284245357836301,0.3293871809542299,0.9348958333333334,0.0009929473692403016
3,0.1782624097919561,0.8515874969234556,0.3904429999583872,0.9427083333333334,0.0007428508751691165
4,0.1580499765894762,0.8384882544370608,0.3610891074200889,0.9375,0.0005557469004240602
5,0.1465622842372433,0.8511225968769656,0.3629889254223247,0.9361979166666666,0.0004157693389815779
6,0.13725086905789086,0.8533650559247409,0.38633282716327405,0.9388020833333334,0.0003110483263249423
7,0.12950390984675264,0.8473213553203708,0.38891574325356726,0.94140625,0.00023270369466526404
8,0.12322950434333425,0.8466103317198567,0.39779178104814594,0.9401041666666666,0.00017409194947506194
9,0.11888752364349074,0.8469111493969973,0.4013233847741918,0.94140625,0.00013024291219623527
10,0.1160960653266771,0.8434107255175431,0.40223961128986446,0.94140625,0.0001
