epoch,train_loss,val_auc,val_prc,val_acc,lr
1,0.22846988007062818,0.821828381996685,0.3133427898657768,0.9270833333333334,0.0005573770491803278
2,0.19187672978373077,0.8387096774193549,0.3819914260913735,0.9309895833333334,0.0009979798666177075
3,0.17485144534489003,0.8149177610608185,0.3960124134219467,0.9348958333333334,0.0009185752805548271
4,0.15789110313464955,0.8138722427642484,0.4066377199938399,0.93359375,0.000845488545681857
5,0.14389098426554262,0.810837689659569,0.327749311989281,0.9283854166666666,0.0007782169801558843
6,0.13309871182754274,0.7990309830422033,0.3910669793946108,0.9322916666666666,0.0007162978981749909
7,0.1240228447093954,0.8157592757873262,0.4047551218264883,0.9375,0.0006593054276805092
8,0.11599419556739854,0.8088231544052019,0.45163919898044197,0.9375,0.0006068475812598103
9,0.10637873062121916,0.8141782481193419,0.4393463047796326,0.9388020833333334,0.000558563560103646
10,0.10076576718167077,0.8050490883590463,0.448688474450448,0.9388020833333334,0.000514121272474983
11,0.09297961195007087,0.8120107101874283,0.43256744860564184,0.93359375,0.00047321504962165604
12,0.08715260660321247,0.7994134897360704,0.43095781673103656,0.9361979166666666,0.00043556354342315785
13,0.08239305846211387,0.8024735432870075,0.43928911880318205,0.9348958333333334,0.00040090779131183197
14,0.07762820355412436,0.7938288920056101,0.4450830185453537,0.9348958333333334,0.0003690094351592282
15,0.07460068452467279,0.7987249776871095,0.447092058446024,0.9348958333333334,0.00033964908187733166
16,0.07016175303880762,0.8044370776488587,0.4745126998164272,0.94140625,0.00031262479445907845
17,0.06845385625170983,0.7994134897360703,0.47531529275225887,0.9401041666666666,0.0002877507030797126
18,0.06376388413089562,0.8000510008925156,0.48631785584683074,0.9427083333333334,0.0002648557267063065
19,0.061620815634364036,0.7947469080708913,0.43958026473170697,0.9375,0.00024378239642282705
20,0.059561224548312704,0.7998469973224532,0.4494316637781605,0.9296875,0.0002243857723777181
21,0.057036988702186237,0.8026520464108122,0.4551170009572019,0.9309895833333334,0.0002065324469048931
22,0.05512553859290069,0.797577457605508,0.4615616639287685,0.9348958333333334,0.00019009962696172383
23,0.05347545759949258,0.7986229759020784,0.4635210924557943,0.9361979166666666,0.00017497428957314305
24,0.052192049169140615,0.799336988397297,0.4503480726573692,0.9348958333333334,0.000161052404473106
25,0.05085628620174721,0.8034935611373198,0.4602430074214259,0.9348958333333334,0.00014823821859683188
26,0.0498958931539238,0.8031110544434528,0.4618932505503268,0.93359375,0.0001364435975026478
27,0.04796621082653481,0.7983424709932424,0.4382186455292076,0.93359375,0.00012558741919381397
28,0.0477682249393405,0.8015300267754686,0.44821112162500093,0.93359375,0.00011559501617110823
29,0.04642659386362487,0.7995664924136172,0.45071084783898385,0.9348958333333334,0.00010639766187867449
30,0.0449827841778354,0.7998469973224531,0.45813724100293424,0.9348958333333334,0.0001
