smiles,pred,max_tan_to_sd1_actives
C[C@@H]1NC(=O)[C@@]23C(=O)C[C@H](n4cnc5c(N)ncnc54)[C@]4(C)O[C@@H]4[C@@H](C)CC=C[C@H]2[C@@H]2O[C@]2(C)[C@@H](C)[C@@H]13,0.2054816633462906,0.23595506
Cc1cccc(CN2CCC3(CC2)N=C(c2cccc(Cl)c2)C(=O)N3)c1,0.2054505795240402,0.25641027
CN(C[C@H]1CN2CC[C@H]1C[C@@H]2CNC(=S)NCc1ccco1)c1ccccc1,0.2054492086172104,0.20895523
CC(C)CC[C@@]1(CCNCc2ccc(OC(C)C)cc2)CCO[C@@H](C(C)C)C1,0.2054424881935119,0.20895523
CCCCCCCC(=O)Nc1ccc(C(=O)N/N=C(C)/C=C/c2ccccc2)cc1,0.2054404765367508,0.2982456
CN(C[C@H]1C[N@]2CC[C@H]1C[C@@H]2CNC(=S)NCc1ccco1)c1ccccc1,0.2054293304681778,0.20895523
Ic1ccc2oc3ccc(I)cc3c2c1,0.2054290473461151,0.25
CN1C(=O)/C(=C(O)/C=C/C=C/C=C/[C@@H]2CCC=C[C@H]2/C=C/C=C/C=C/C(O)=C2/C(=O)[C@H](CO)N(C)C2=O)C(=O)[C@@H]1CO,0.2054261714220047,0.19354838
CCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCC,0.2054092139005661,0.21153846
COc1cc2[nH]c(=O)c3c(C)nc(C)c(C(=O)O)c3c2cc1OC,0.2054091393947601,0.25862068
O=C1[C@H]2CC=CC[C@H]2C(=O)N1SC(Cl)(Cl)Cl,0.2053873986005783,0.1509434
CCCCCC1OC(=O)[C@H](C)N(C)C(=O)C(CCCCC)OC(=O)[C@H](C)N(C)C(=O)C(CCCCC)OC(=O)[C@H](C)N(C)C1=O,0.205385535955429,0.25581396
COc1ccc2nc(C[C@@H]3C[C@@H](C(C)C)[C@H](CNCc4ccccn4)C=C3C)[nH]c2c1,0.2053764015436172,0.26027396
Br[C@@H]1c2ccccc2-c2ccccc2-c2ccccc2[C@@H]1Br,0.2053546160459518,0.22580644
O=C(NC(OC[C@@H]1CCCN2CCCC[C@H]12)C(Cl)(Cl)Cl)c1ccccc1Br,0.2053435444831848,0.2236842
CC(/C=C/C(O)C/C=C/C=C(\C)C(=O)NC(C)CO)=C\C(C)C(O)/C(C)=C/C(C)C,0.2053295671939849,0.175
CCCCCCCCCCCCCCCC[C@@H]1C(=O)O[C@@H](C)[C@@H]1OC,0.2053249478340149,0.25
C[C@H]1OC(=O)/C=C\[C@H](O)/C=C/C(Cl)[C@H]1O,0.2053087055683136,0.1891892
C[C@H](C(=O)NCCN1CCOCC1)[C@H]1CC[C@]2(C)Cc3sc(Nc4ccccc4)nc3[C@H](C)[C@@H]2[C@H]1O,0.2053082734346389,0.26086956
OC1=NN=C(C(F)(F)F)/C1=N/Nc1ccc(Br)cc1,0.2053016722202301,0.15384616
COc1cc(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(O)c(C(=O)CN3Cc4ccccc4C3=O)c(C)cc2c1,0.2052896469831466,0.23636363
COc1ccc([C@@]23Oc4cc5c(c(OC)c4[C@]2(O)[C@H](O)[C@H](C(=O)N(C)C)[C@H]3c2ccccc2)OCO5)cc1OC,0.2052837759256363,0.22077923
Cl.O=C(O)c1ccccc1-n1ccc2c3ccccc3nc-2c1,0.2052809298038482,0.27272728
CCN1CCC2(CC1)N=C(c1ccc3c(c1)OCO3)C[C@H](c1cc(Cl)ccc1O)N2,0.2052713632583618,0.23913044
OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.2052681148052215,0.24175824
CN1C(=O)\C(=C(O)/C=C/C=C/C=C/[C@H]2C=CCC[C@@H]2/C=C/C=C/C=C/C(O)=C2/C(=O)[C@H](CO)N(C)C2=O)C(=O)[C@@H]1CO,0.2052468061447143,0.19354838
CN1C(=O)\C(=C(O)/C=C/C=C/C=C/[C@@H]2CCC=C[C@H]2/C=C/C=C/C=C/C(O)=C2/C(=O)[C@H](CO)N(C)C2=O)C(=O)[C@@H]1CO,0.2052468061447143,0.19354838
O=C(NC1CCCC1)N[C@@H]1C[C@H](C(=O)N2CCOCC2)[C@@H](O)[C@H]1c1cnc(-c2ccccc2)[nH]1,0.2051956057548523,0.26027396
C[As+](C)(C)C[C@H]1O[C@H](OC[C@H](O)COS(=O)(=O)[O-])[C@@H](O)[C@@H]1O,0.2051943987607956,0.23880596
C[C@H](C(=O)NCCN1CCOCC1)[C@H]1CC[C@@]2(C)Cc3sc(Nc4ccccc4)nc3[C@@H](C)[C@@H]2[C@H]1O,0.2051746845245361,0.26086956
CNc1c2c3c(c4ccccc4nc3c3[nH]ccc(=O)c13)C=N2,0.2051740437746048,0.23076923
Cn1c(O)c(C2=NN=C(O)/C2=C2/C(O)=Nc3ccc(Br)cc32)c(=O)c2ccccc21,0.2051735669374466,0.18181819
COc1c2c(cc3c1C(CN/C=C1/C(=O)NC(=S)N(c4ccccc4F)C1=O)N(C)CC3)OCO2,0.2051345407962799,0.24038461
O=C1[C@@H]2Cc3c([nH]c4ccccc34)C(c3ccc(Cl)cc3)N2C(=O)CN1CCO,0.2051332741975784,0.2658228
CN1CC2(C1)C(=O)N(Cc1cccc(Cl)c1)C(=O)[C@@H]1C[C@@H](O)CN12,0.2051270455121994,0.25
CCCCCCCCCCCCCCCC[C@@H]1C(=O)O[C@H](C)[C@@H]1OC,0.2051243185997009,0.25
CC1(C)c2[nH]c3ccccc3c2C[C@H]2C(=O)N(/N=C/c3cccc4ccccc34)CC(=O)N21,0.2051213681697845,0.18987341
C=C1CC=CC(C)(C)[C@@H]1[C@H](O)/C=C(\C)[C@H]1CC[C@@](C)(O)[C@@H](Br)C1,0.2051180154085159,0.16867469
CCCCC/C=C\CC[C@H](O)CCCCCCCC(=O)OC(CO)CO,0.2050827890634536,0.2413793
CC[C@@H](OCOC)[C@@]1(C)OC(C)(C)O[C@@H]1[C@@H](C)[C@H](OC(=O)OC)[C@H](C)C[C@@]1(C)OC(C)(C)O[C@@H]1[C@@H](C)C=O,0.2050822526216507,0.15277778
C=C1/C=C/C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)O[C@@H]([C@H](C)CCC)[C@H](CCO)C(=O)N1,0.2050781846046447,0.22857143
O=C(O)CCCC(=O)N1CCN2C(=O)c3cc(Br)ccc3NC(=O)[C@H]2C1,0.2050365507602691,0.21794872
COC(=O)c1c(O)cc(OC)cc1CCCCCCCCCCCCC[C@@H](C)O,0.2050302922725677,0.29411766
COc1cc(OC)c2c(c1O)C(=O)C(CC(C)=O)=C(O)C2=O,0.2050236016511917,0.25
C/C=C1/CN(C)[C@H]2Cc3c([nH]c4ccccc34)[C@H](c3ccc4c(CCN)c[nH]c4c3)C[C@@H]1[C@]2(CO)C(=O)OC,0.2050196975469589,0.2967033
CCCCCCCC(O)CCCCCCC/C=C/[C@H](O)C[C@H]1CC=CC(=O)O1,0.2050164937973022,0.22666667
C=C1C[C@H](O)[C@H](Br)C(C)(C)[C@@]12CC[C@@](C)(Cl)[C@H](Br)C2,0.205006331205368,0.16981132
C[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/C7CC8[C@@]9(CC[N@@+]8(C)C/C7=C\CO)c7ccccc7N(/C=C(/C(CC31)/C(=C/CO)C2)[C@H]54)[C@@H]69,0.2049865275621414,0.21348314
C/C=C1/C[N+]2(CC(=O)c3ccc4c(c3)OCCCO4)CC[C@]34C(=C(C=O)C1C[C@@H]32)Nc1c(O)cccc14.[Br-],0.2049844861030578,0.2037037
CC(=O)O[C@@H](C)/C=C\C(=O)N[C@@H]1C[C@H](C)[C@H](C/C=C(C)/C=C/[C@H]2O[C@H](CC(=O)O)C[C@@](O)(CCl)[C@@H]2O)O[C@@H]1C,0.2049826830625534,0.21505377
C/C=C1\CN(C)[C@H]2Cc3c([nH]c4ccccc34)[C@H](c3ccc4c(CCN)c[nH]c4c3)C[C@@H]1[C@]2(CO)C(=O)OC,0.2049820572137832,0.2967033
C=C1OC(=O)[C@]2([C@H](/C=C/C=C/CCC)C=C[C@@H](O)[C@@H]2O)[C@H]1O,0.2049815654754638,0.1891892
c1cc2c3c(cccc3c1)C1=NCCN=C12,0.2049745321273803,0.20512821
C[C@H](CC(=O)C[C@H](C)C(=O)O)[C@H]1C[C@@H](O)[C@@]2(C)C3=C(C(=O)[C@@H](O)[C@]12C)[C@@]1(C)CCC(O)C(C)(C)[C@@H]1CC3=O,0.2049666792154312,0.26190478
COc1ccc(C2/C(=C(\O)c3ccc(Cl)cc3)C(=O)C(=O)N2CCC(=O)O)cc1OC,0.2049609720706939,0.26984128
CC(C)[Si](O[C@H]1C=C2CCN3Cc4cc5c(cc4[C@H]([C@@H]1O)[C@@H]23)OCO5)(C(C)C)C(C)C,0.2049558311700821,0.21333334
Cc1ccc2c(c1)NC1(CCN(C(=O)Nc3ccccc3Cl)CC1)c1cccn1-2,0.2049525529146194,0.21621622
CN(C)c1ccc(/C=N/[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O)cc1,0.2049148976802826,0.24193548
CCCCCCC=CCCCCCCCC(=O)OC[C@@H](O)CO,0.2049118429422378,0.26415095
CS(=O)(=O)N1CC[C@H]2COC(=O)N2c2ccccc2C1,0.2049009501934051,0.22222222
C[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/C7CC8[C@@]9(CC[N@@+]8(C)C/C7=C/CO)c7ccccc7N(/C=C(/C(CC31)/C(=C/CO)C2)[C@H]54)[C@@H]69,0.2048999667167663,0.21348314
CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1n1nc(-c2ccccc2Cl)n(C2CC2)c1=S,0.2048865407705307,0.24691358
NC[C@H](O)c1ccc(O)c2c1OC[C@@H](Oc1cccc(O)c1)[C@H]2c1ccc(O)c(Br)c1,0.20488141477108,0.2
CC(=O)NC[C@@H]1O[C@@H]2C[C@]3(C)O[C@@H]4C=C[C@@H]5O[C@@H]6C=C[C@@H]7O[C@H](/C=C/C=C\C=O)C=C[C@H]7O[C@H]6C[C@H]5O[C@H]4C[C@H]3O[C@H]2C[C@H]1O,0.2048604786396026,0.17431192
C=C[C@@H](O)C#CC#CC=C[C@H](O)CCCCCCCC,0.2048448324203491,0.20338982
C=CC(C)(C)[C@@]12C[C@H]3C(O)=N[C@@H](Cc4ccccc4)C(=O)N3[C@@H]1N(C(C)=O)c1ccccc12,0.2048254460096359,0.22988506
C[N@@+]12CC[C@@]34c5ccccc5N5/C=C6/C7CC8[C@@]9(CC[N@@+]8(C)C/C7=C/CO)c7ccccc7N(/C=C(/C(CC31)/C(=C\CO)C2)[C@H]54)[C@@H]69,0.2048134356737136,0.21348314
CC(C)CC[C@@]1(CCNCc2ccc(OC(C)C)cc2)CCO[C@H](C(C)C)C1,0.2047994434833526,0.20895523
COc1c(O)c(CCN=C(N)N)c2oc(-c3ccc(O)cc3)cc(=O)c2c1OCCCO,0.2047950029373169,0.2820513
OC[C@@H]1[C@@H](Cc2ccnc(C3CC3)n2)[C@H](NCc2ccc(Cl)cc2)C[C@H]1O,0.2047696858644485,0.21649484
COc1cc(C2Nc3ccccc3N=C3CC(C)(C)CC(O)=C32)ccc1O,0.2047687321901321,0.27868852
CC1(C)C=Cc2c(ccc3c4c([nH]c23)C(C)(C)[C@@H]2C[C@]35CCCN3C(=O)[C@@]2(C4)N=C5O)O1,0.2047619670629501,0.15873016
COc1ccc(C(=O)NCC(=O)N/N=C/c2ccccc2)cc1OC,0.2047502547502517,0.2982456
CC(C)CC[C@]1(CCNCc2ccc(OC(C)C)cc2)CCO[C@@H](C(C)C)C1,0.2047360241413116,0.20895523
CCCCCCCC[C@H]1CC[C@@H](O)c2[nH]c(C)c(OC)c(=O)c21,0.2047283798456192,0.21818182
COc1cc(OC)c2c(c1Cl)O[C@@]1(C(=O)C=C(NCC(=O)Nc3ccccn3)C[C@H]1C)C2=O,0.2046819925308227,0.2090909
FC(F)(F)c1nn(CN2CCOCC2)c(=S)n1/N=C/c1ccc2c(c1)OCO2,0.2046699821949005,0.20779221
Cc1oc(=O)oc1COC(=O)C1=C([C@H]2CCCO2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12,0.2046418488025665,0.23958333
COP(=O)(OC)[C@](O)(C[N+](=O)[O-])c1ccccc1,0.2046359330415725,0.25
C[C@H](CC(=O)C[C@@H](C)[C@H]1C[C@@H](O)[C@@]2(C)C3=C(C(=O)[C@@H](O)[C@]12C)[C@@]1(C)CCC(O)C(C)(C)[C@@H]1CC3=O)C(=O)O,0.204631820321083,0.26190478
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0.2046314775943756,0.2
C=CCN(CC=C)Cc1c(O)ccc2c(=O)c(-c3ccccc3Cl)coc12,0.2046217918395996,0.2
C[C@H]1OC(=O)/C=C\[C@H](O)/C=C\C(Cl)[C@H]1O,0.2046204954385757,0.1891892
CCCCCC/C=C/CCCCCCCCCC(=O)O[C@@H](CC(=O)[O-])C[N+](C)(C)C,0.2046080529689788,0.24444444
CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](O)CO,0.2046068161725998,0.26415095
CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1Cc1cc([O-])c(O)c(C=O)c1OS(=O)(=O)O.[Na+],0.2045893222093582,0.18518518
C=C1C[C@H](O)[C@H](Br)C(C)(C)[C@@]12CC[C@](C)(Cl)[C@@H](Br)C2,0.2045846283435821,0.16981132
CC(C)[C@@H]1NC(=O)[C@@H](C(C)C)OC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](C(C)C)OC1=O,0.204578086733818,0.2948718
C=C1C[C@@H](O)[C@@H](Br)C(C)(C)[C@]12CC[C@@](C)(Cl)[C@H](Br)C2,0.2045746147632599,0.16981132
CC(=O)O[C@H]1[C@H](C(C)C)[C@H]2C3OC(C[C@H](C)C(=O)CC[C@@]3(C)OC(C)=O)[C@H]2[C@](O)(CCl)[C@H]1OC(C)=O,0.2045599222183227,0.20792079
O=C1C(O)=C(O)C(=O)c2c(O)c(O)c(O)c(O)c21,0.2045464515686035,0.24242425
CCCCCCC=CCCCCCCCC(=O)OC[C@H](O)CO,0.204536959528923,0.26415095
C=C1CC[C@@H](OC(C)=O)[C@@]2(C)C=C[C@@H](OC(C)=O)[C@@](C)(O)[C@@H]2[C@@H](OC(C)=O)[C@]2(O)[C@@H](C)C(=O)O[C@H]2[C@H]1Cl,0.2045236080884933,0.17475729
CC1=C(O)C(=O)[C@H]2[C@]3(O)C(=O)C(O)=C(C)[C@]24COC(=O)[C@@]42COC[C@]123,0.2045136839151382,0.18571429
CC[C@@H]1[C@]2(C=C(C)C(=O)O2)C23C[C@H]([C@H]4C[C@@H](C)C(=O)O4)N4CCC=C[C@]1(OC)[C@@]42N=C(O)O3,0.2045120894908905,0.21641791
CC(C)(C)OC(=O)[C@]1(NC(=O)OCc2ccccc2)CO[C@H](c2ccc(Br)cc2)C1,0.204510822892189,0.24175824
C=CCCCCCCCCCCCCCC[C@@H](O)C[C@@H](O)CO,0.2045086175203323,0.2888889
O=P(NC1CCCCC1)(c1ccccc1)c1ccccc1,0.2044869214296341,0.24390244
CCCCC(C(=O)c1cc(C(OC)C(C)C)c(O)c(C=O)c1O)C1C[C@@H](O)C2(O[C@H]2CC)[C@H](O)O1,0.2044627219438552,0.1904762
CCCCCCCCCC[N@@+]12[C@H](O)[C@@H](CC)[C@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@H]3[C@@H]4O,0.2044562995433807,0.2375
Cn1c(O)c/c(=N\C(=O)C(Br)(C(F)(F)F)C(F)(F)F)n(C)c1=O,0.2044521868228912,0.18571429
CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC[C@@H](O)CO,0.2044381648302078,0.2982456
CCN1CCC2(CC1)N=C(c1ccc3c(c1)OCO3)C[C@@H](c1cc(Cl)ccc1O)N2,0.2044151276350021,0.23913044
C=C[C@@H](C1=C[C@@H](O)C(OC)=C[C@H]1OC)c1ccccc1O,0.2043526619672775,0.23214285
COc1cc(C)c(O)c(C/C=C(\C)CC/C=C(\C)CC[C@H](O)[C@](C)(O)CCC=C(C)C)c1,0.2043455243110656,0.2857143
C=C(/C=C/C=C(/CO)[C@@H]1CC[C@]2([C@H](CCCO)/C(=C(/C)C=O)CC[C@]2(C)O)[C@H]1O)CCC=C(C)C,0.2043308317661285,0.22772278
CNC1=Nc2ccc(Cl)cc2C(c2ccc(O)cc2)=NN1,0.2043274790048599,0.25531915
CC(=O)NC[C@@H]1O[C@@H]2C[C@]3(C)O[C@@H]4C=C[C@@H]5O[C@@H]6C=C[C@@H]7O[C@H](/C=C/C=C/C=O)C=C[C@H]7O[C@H]6C[C@H]5O[C@H]4C[C@H]3O[C@H]2C[C@H]1O,0.20432049036026,0.17431192
CCCCCC/C=C\CCCCCCCC(=O)OCC(O)CO,0.2043102085590362,0.26415095
CC1=CC[C@@]2(CC1)C(C)=C[C@H](O)[C@@H](Br)C2(C)C,0.2043007761240005,0.21052632
COP(=O)(OC)[C@@](O)(C[N+](=O)[O-])c1ccccc1,0.204298585653305,0.25
COc1ccc(-c2c[nH]c([C@@H]3COCCN3Cc3ccc(C)cc3)n2)cc1,0.2042973637580871,0.23333333
CCCCC/C=C\CCC(O)CCCCCCCC(=O)OC(CO)CO,0.2042960077524185,0.2413793
COc1ccc(CNC(=O)C[C@@H]2C[C@@H](C(C)C)[C@H](CNC(=O)C3CCN(C(C)=O)CC3)C=C2C)cc1,0.2042754739522934,0.2815534
CCCCCCCOc1ccc(/C=C/[C@]23NC(=O)CN2c2ccccc2C3(C)C)cc1OC,0.2042633891105651,0.22580644
CC1=CC[C@H](Br)C(C)(C)[C@@]12CC[C@@](C)(O)[C@H](Br)C2,0.2042408436536789,0.1971831
COc1c(Cl)c(O)c(Cl)c2cc(C)oc12,0.2042335122823715,0.2777778
CCCCCCCCC/C=C/[C@H](O)[C@H](C)N,0.2042218297719955,0.24
COC(=O)[C@]1(C)[C@@H](O)C[C@H](O)[C@]23C[C@]24CC[C@]2(C)[C@@H]([C@H](C=O)C/C=C/C(C)(C)O)CC[C@@]2(C)[C@@H]4CC[C@@H]13,0.2042183727025985,0.20879121
NCCCCN(CCCCN)CCCCN(CCCCN)CCCCN,0.2042109370231628,0.21875
C=C1C[C@@H](O)[C@@H](Br)C(C)(C)[C@]12CC[C@](C)(Cl)[C@@H](Br)C2,0.2042088657617569,0.16981132
C=C1C[C@@H](O)[C@H](Br)C(C)(C)[C@]12CC[C@](C)(Cl)[C@@H](Br)C2,0.2042071968317031,0.16981132
COc1cc2cc(c1Cl)NC(=O)/C=C/C(C)=C/[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,0.2041968256235122,0.1724138
CC(C)CC[C@]1(CCNCc2ccc(OC(C)C)cc2)CCO[C@H](C(C)C)C1,0.2041951268911361,0.20895523
C=C(/C=C/C=C(/CO)[C@@H]1CC[C@]2([C@@H]1O)[C@@H](CCCO)/C(=C(/C)C=O)CC[C@]2(O)CO)CCC=C(C)C,0.2041887640953064,0.20192307
COc1ccc(CNCC[C@]2(c3ccccc3)CCO[C@H](C(C)C)C2)cc1OC,0.2041858881711959,0.24050634
CCCCCC/C=C/CCCCCCCC(=O)OCC(O)CO,0.2041817158460617,0.26415095
CCCCCCCCC[C@@H]1C[C@@H]2CC[C@H]3[C@H](C(=O)OCCCCNC(=N)N)[C@@H](C)N=C(N1)N23,0.204176440834999,0.22891566
CC(C)C(NC1=C(/N=C2\C=CC=C(C(=O)N(C)C)C2=O)N[S+]([O-])N1)c1cccc(F)c1,0.2041716277599334,0.1891892
O=C(N[C@H](OC[C@@H]1CCCN2CCCC[C@H]12)C(Cl)(Cl)Cl)c1ccc(Br)cc1,0.2041693925857544,0.21333334
Cc1ccc(N2C(=O)[C@H]3[C@@H](C2=O)[C@@]2(N[C@H]3C(C)O)C(O)=Nc3ccccc32)cc1,0.2041467726230621,0.20634921
CCCCCCCOc1ccc(/C=C/[C@@]23NC(=O)CN2c2ccccc2C3(C)C)cc1OC,0.2041444778442382,0.22580644
CCCCCCCOc1ccc(/C=C/C23NC(=O)CN2c2ccccc2C3(C)C)cc1OC,0.2041373699903488,0.22580644
Cc1ccc(Cn2c3c(c(=N)c4c2CCC4)CCCC3)c(C)c1,0.2041229307651519,0.28301886
C[N+](C)=CNc1ccccc1Cc1ccccc1NC=[N+](C)C,0.2041045129299163,0.21428572
COc1ccc(CNCC[C@@]2(c3ccccc3)CCO[C@H](C(C)C)C2)cc1OC,0.204099640250206,0.24050634
C=C[C@H](O)C#CC#C[C@@H](O)[C@@H](O)/C=C/CCCCCC,0.2040967047214508,0.18604651
CCCCC[C@@H](O)/C=C/C=C\CCCC/C=C/CC(=O)OC,0.2040944397449493,0.25757575
Cc1cc(O)c([C@]2(C)CC=C(CO)[C@@H]2C)cc1Br,0.2040771543979644,0.2037037
CCC1(CC)C(=O)NC(=S)N=C1O,0.2040559947490692,0.25
C=C(/C=C/C=C(\C)CCC=C(C)C)[C@H]1CC[C@]2([C@H](CCCO)/C(=C(/C)C=O)CC[C@]2(C)O)[C@H]1O,0.2040536850690841,0.25
CCCc1ccc(OC(=O)c2ccc(O)cc2Cl)cc1,0.2040181905031204,0.2857143
C/C(=N/NC(N)=S)C(=O)Nc1ccc(Br)cc1,0.2040071189403534,0.27659574
O=C(N[C@@H](OC[C@@H]1CCCN2CCCC[C@H]12)C(Cl)(Cl)Cl)c1ccc(Br)cc1,0.2039926350116729,0.21333334
COc1ccc(CNCC[C@]2(c3ccccc3)CCO[C@@H](C(C)C)C2)cc1OC,0.2039825618267059,0.24050634
CC(=O)O[C@H]1[C@H](C(C)C)[C@H]2C3OC(C[C@@H](C)C(=O)CC[C@@]3(C)OC(C)=O)[C@H]2[C@](O)(CCl)[C@H]1OC(C)=O,0.203981801867485,0.20792079
CCCCCC[C@H](O)C/C=C\CCCCCCCC(=O)OC[C@H](O)CO,0.2039770781993866,0.2982456
CCCCCC/C=C/CCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,0.2039492130279541,0.24444444
C=C[C@@](C)(CC/C=C(\C)CCC[C@@H](C)[C@H](O)[C@H](O)C=C(C)C)Oc1ccc(O)cc1CC(=O)OC,0.2039272189140319,0.22222222
C=C[C@@H](O)C#CC#C[C@@H](O)C=CCCCCCCCOC(C)=O,0.2039208710193634,0.26785713
C=C[C@@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCCOC(C)=O,0.2039199918508529,0.26785713
C=C[C@@](C)(CC/C=C(\C)CCC[C@H](C)[C@H](O)[C@@H](O)C=C(C)C)Oc1ccc(O)cc1CC(=O)OC,0.2039187103509903,0.22222222
CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@@H](CCSC)C(=O)NCCc1ccccc1)C(C)C)C(C)C)C(C)C)C(C)C,0.2038980722427368,0.24242425
C=CCCCCCCCCCCCCCC[C@H](O)C[C@@H](O)CO,0.2038957774639129,0.2888889
CC(C)(C)NC/C=C(\Cl)C(F)(F)F,0.2038898020982742,0.18367347
CC(O)C(Cl)C1=C[C@H]([C@H](C)O)OC1=O,0.2038880586624145,0.16666667
C=CC(C)(C)[C@@]12C=C(OC)C(=O)N3[C@@H](C)C(O)=N[C@]31N(O)c1ccccc12,0.2038831263780594,0.2037037
CCCc1ccc(S(=O)(=O)N2CCC3(CC2)NCCN=C3NCc2ccc(Cl)cc2)cc1,0.2038751691579818,0.24705882
OCCCCCCCCCCCCCCCCCCCCCO,0.2038732469081878,0.14285715
C=CCCCCCCCCCCCCCC[C@@H](O)C[C@H](O)CO,0.2038667052984237,0.2888889
CCCCCCCCCC[N@@+]12[C@H](O)[C@@H](CC)[C@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@@H]3[C@@H]4O,0.2038380950689315,0.2375
COC(=O)c1cccc2c1NC(=O)/C2=N\Nc1ccccc1,0.2038317173719406,0.27450982
COc1ccc(CNCC[C@@]2(c3ccccc3)CCO[C@@H](C(C)C)C2)cc1OC,0.2038314044475555,0.24050634
C=CC(C)(C)[C@@]12C[C@]3(O)C(=O)Nc4ccccc4C(=O)N3[C@@H]1N(C(C)=O)c1ccccc12,0.2038177698850631,0.25
O=C(NC[C@H]1Cn2c(-c3ccc(Cl)cc3)cnc2CO1)NC1CCCCC1,0.2038153111934662,0.21568628
CC/C=C(\C)C(O)C(C)C(CC1C(C)=CC2CC(C)CC(C)C2C1(C)C(=O)CC=O)O[C@@H]1OC(CO)[C@@H](O)[C@H](O)C1O,0.2037937641143798,0.2347826
COc1c(O)c(=O)n2c3ccccc3c3ccnc1c32,0.2037919014692306,0.29411766
C[C@H]1C=C[C@H]([C@@H](O)CC(=O)CCc2ccc3c(c2)O[C@H]2[C@@H](C#C[C@H](O)c4ccc5c(c4CC4=CN=C6C=[N+]2C=C46)CCN[C@H]5N)C2(C#CO3)CCCC2)[C@@H](O)C1,0.2037888616323471,0.1513158
CCC/C=C/C[C@@H]1C[C@@H]2/C=C/C(C)=C/[C@H]3C=C[C@@H](O)[C@@H](O)C3/C(C)=C/C=C/[C@H]2C(O)=N1,0.2037825137376785,0.15730338
COC(=O)c1ccccc1NC(=O)Cc1ccc(Cl)cc1,0.2037671506404876,0.2857143
CC/C=C\C/C=C\C/C=C\C=C\[C@H](O)C/C=C\CCCC(=O)OC,0.2037659734487533,0.25373134
O=C(NC(OC[C@@H]1CCCN2CCCC[C@H]12)C(Cl)(Cl)Cl)c1ccc(Br)cc1,0.2037488967180252,0.21333334
CN1CCC(N2CCOC[C@H]2c2nc(-c3ccc(Cl)cc3)c[nH]2)CC1,0.2037432044744491,0.21875
CCCCCCCCCCCCCCCCCC(=O)[O][Al]([OH])[OH],0.2037398815155029,0.2580645
CN(C)Cc1c(O)ccc2c1O/C(=C\c1ccc(Cl)cc1Cl)C2=O,0.2037376016378402,0.26415095
CNC(=N)N1C=C[C@]2(CNCCO)CC[C@H]3[C@@]45C(=C(C(=O)O)[C@@]3(O)COC)C[C@@H](CC[C@H]4C)[C@]25C1,0.2036862075328827,0.16528925
CN(C)Cc1c(O)ccc2c1O/C(=C\c1ccc(Cl)c(Cl)c1)C2=O,0.2036822736263275,0.2
C[C@H]1[C@@H]2[C@@H](O)[C@H]([C@H](C)C(=O)NCc3ccccc3)CC[C@@]2(C)CC[C@@H]1NC(=O)C1CCCCC1,0.2036792933940887,0.22352941
OC[C@@H]1[C@@H](Cc2ccnc(COc3ccccc3)n2)[C@H](NCC2CCCCC2)C[C@H]1O,0.2036692798137664,0.24050634
CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@@H](CCSC)C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)NCCc1ccccc1)C(C)C)C(C)C)C(C)C)C(C)C,0.203658789396286,0.23529412
CCCCCCCCCC[N@+]12[C@H](O)[C@@H](CC)[C@H]3C[C@H]1[C@@H]1N(C)c4ccccc4[C@]14C[C@H]2[C@H]3[C@@H]4O,0.2036519944667816,0.2375
O=C(NC[C@]12C=C[C@H](O1)C(Cl)(Cl)C(=O)C2(Cl)Cl)OCc1ccccc1,0.2036498188972473,0.22666667
COc1ccc(CNC(=O)C[C@@H]2CCNC[C@@H]2Cc2cc(-c3ccc(C(C)(C)C)cc3)on2)cc1,0.2036472856998443,0.29126215
