smiles,pred,max_tan_to_sd1_actives
C=CCCCC[C@H](C)[C@@H](CCCCCCCC[C@@H](C)/C=C\C=C(/C)C(=O)N[C@@H](C)CO)OC(N)=O,0.3519088923931122,0.17708333
C/C=C1\[C@@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)N2[C@H]3C[C@@H]1[C@@H]1[C@@H](OC(C)=O)[C@@]4(C[C@@H]12)C3=Nc1ccccc14,0.3519046306610107,0.26086956
COc1ccc(C2(C(=O)N[C@H](c3nc4ccccc4n3C(C)C)C(C)C)CCOCC2)cc1,0.3518654108047485,0.25510204
OC1=C2C(=NC(=S)N[C@H]2c2ccc(O)cc2)c2ccccc21,0.3518064320087433,0.20454545
C#CCCC[C@@H]1OC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)NC(=O)C1(C)C,0.3517394661903381,0.2734375
COc1ccc(Br)cc1/C=C/C12N=C(O)CCN1c1ccc(C)cc1C2(C)C,0.3516751527786255,0.20588236
CO[C@@H]1[C@H](N(C)C(N)=S)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.3516465425491333,0.18656716
CCOc1ccc(/C=N/NC(=O)c2cc(Br)ccc2O)cc1CN1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2,0.3516344428062439,0.23584905
C=CCCCC[C@H](C)[C@@H](CCCCCCCCC(C)/C=C\C=C(/C)C(=O)N[C@@H](C)CO)OC(N)=O,0.3516212403774261,0.17708333
COc1ccc2c(c1OC)C(=O)O[C@@H]2N1C(=O)CC[C@H]1C(=O)Nc1ccccc1Cl,0.3516022562980652,0.23
CCCCC(=O)N[C@H](c1ccc(Cl)cc1)c1ccc2cccnc2c1O,0.3516000211238861,0.2923077
COc1ccc(CC/N=C(/Cc2ccccc2)NCCc2ccc(OC)c(OC)c2)cc1OC.Cl,0.3515929877758026,0.28333333
CC(C)[C@@H]1/N=C(\O)[C@H](Cc2ccccc2)/N=C(\O)[C@H]([C@H](C)[C@@H](C)O)/N=C(\O)[C@H](C(C)C)/N=C/1O,0.3515492677688598,0.21311475
C/C=C1/[C@@H](O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]2O)N2[C@H]3C[C@@H]1[C@@H]1[C@@H](OC(C)=O)[C@@]4(C[C@@H]12)C3=Nc1ccccc14,0.3515290319919586,0.26086956
C#CCCC[C@@H]1OC(=O)C(C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)NC(=O)C1(C)C,0.3515180945396423,0.2734375
C=C(/C=C\C=C(\CO)[C@H]1CC[C@@]2([C@H](CCCO)/C(=C(\C)C=O)CC[C@@]2(C)O)[C@@H]1O)[C@H](CC=C(C)C)NCC,0.3515131175518036,0.16964285
CN1C(=O)[C@H]2NC(=O)[C@]1(C)S[C@@]21C(=O)Nc2ccccc21,0.3514980971813202,0.29850745
CC[C@@H]1C(=O)N[C@H]1c1ccccc1,0.3514948785305023,0.25641027
COc1cc2ccnc3c2c(c1O)[C@@]1(C=C[C@@H](O)CC1)C3=O,0.3514926433563232,0.20408164
COc1ccc(/C=N/N2CC(=O)N3Cc4[nH]c5ccccc5c4C[C@H]3C2=O)cc1,0.3514892160892486,0.24657534
CC(O)(/C=C/Cl)C(Cl)/C=C/C(Cl)(CCl)CBr,0.3514173030853271,0.11666667
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,0.3513878285884857,0.26086956
FC(F)(F)/C(Cl)=C(\Br)C(F)(F)F,0.35135018825531,0.10344828
CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@H](C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@H](C(=O)NCCCCN)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C,0.3512972295284271,0.23333333
Oc1cc2c(cc1O)CN(C(=S)NCCc1ccc(Cl)cc1)CCC2,0.3512572050094604,0.23333333
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)/C(=C(/C)NCCn3c(C(C)O)nc4ccccc43)C(=O)[C@@]12C,0.3512139916419983,0.21686748
C=CC(C)(C)OC[C@@H]1/N=C(\O)CN[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)/N=C(\O)[C@@]2(N)CSC(=N2)[C@H](CC(C)C)/N=C/1O,0.3511989712715149,0.16666667
COc1ccc(C[C@H](NC(=O)C2=C[C@H](Oc3ccc(C)cc3Br)[C@H](O)[C@H](O)C2)C(N)=O)cc1,0.3511503934860229,0.27142859
NC(=S)N/N=C(\c1ccccc1)C12CC3CC(CC(C3)C1)C2,0.3511367738246918,0.2631579
CCCCCCCCCCCCCC1CC(O)=NCCCN(C)CCCCN(C)CCCN1,0.351032555103302,0.2037037
CCCCCCCCCCCCCCCC[C@@](C)(O)CCC1=C(C)[C@H](O)C(C)=C(C)[C@@H]1O,0.3509585559368133,0.23404256
CC(C)(C)NC(=S)NC(c1ccccc1)(c1ccccc1)c1ccccc1,0.3509515821933746,0.23913044
CCCCCCCCCCCCCCC/C=C(\C)C(=O)N[C@@H](CO)COC,0.3509387075901031,0.1904762
C=CCCCCC(C)CCCC=CC#CCC[C@H](OC)C(=O)OC[C@@H](O)COP(=O)([O-])CC[N+](C)(C)C,0.350848913192749,0.20731707
COc1cc2c(cc1OC)C1C/C(=N\NC(N)=S)C3=C(CC(C)(C)CC3=O)N1CC2,0.3508427441120147,0.23404256
COc1ccccc1CNC[C@H]1Cn2c(-c3ccc(Cl)cc3)cnc2CO1,0.350811243057251,0.24615385
CN1C(=N)N(C)[C@@]2(Cc3c([nH]c4ccccc34)[C@]3(C(=O)N(C)C(=N)N3C)[C@@H]2c2c[nH]c3ccccc23)C1=O,0.3507845997810364,0.19117647
COc1ccc(C[C@H](NC(=O)C2=C[C@@H](Oc3ccc(C)cc3Br)[C@H](O)[C@H](O)C2)C(N)=O)cc1,0.3507803082466125,0.27142859
COc1ccc(C2CC(=O)c3c(OC)c(Cl)c(OC)c(Cl)c3O2)cc1,0.3507117927074432,0.23214285
CN(C)CCCOc1c(I)cc(CC[N+](C)(C)C)cc1I.Cl.[Cl-],0.3506822288036346,0.20967741
CCc1ccc2c(c1)C(C)(C)C1(/C=C/c3ccc(OC)c(OC)c3)N=C(O)CCN21,0.3506724536418915,0.24242425
COc1cc(OC)c2c(c1Cl)O[C@@]1(C(=O)/C(=C/NCC(=O)Nc3ccc(C(N)=O)cc3)C(=O)C[C@H]1C)C2=O,0.3506430685520172,0.21176471
CC(=O)O[C@H]([C@H](C)C[C@H](C)[C@H](O)[C@H](C)[C@@H](C)O)[C@@H](C)C[C@H](C)[C@@H]1OC(=O)[C@@H](C)NC(=O)C[C@@H](O)C[C@H](O)[C@H](C)C[C@H]1C,0.3506257236003876,0.23157895
CC(=O)N[C@H]1[C@H](O)[C@@H](O)[C@@H](n2c(C3=Nc4ccc(Cl)cc4C3=O)c(O)c3cc(Cl)ccc32)O[C@@H]1C,0.3505918383598327,0.2
C/C=C1/[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)N2[C@H]3C[C@@H]1C1[C@@H](OC(C)=O)[C@@]4(C[C@@H]12)C3=Nc1ccccc14,0.3505895435810089,0.26086956
C=C(/C=C/C=C(/CO)[C@H]1CC[C@@]2([C@H](CCCO)/C(=C(\C)C=O)CC[C@@]2(C)O)[C@@H]1O)[C@H](CC=C(C)C)NCC,0.3505702614784241,0.16964285
COc1cc2c(cc1OC)[C@H]1C/C(=N\NC(N)=S)C3=C(CC(C)(C)CC3=O)N1CC2,0.3505663871765136,0.23404256
COC(=O)[C@H]1C(=O)/C(=C/NC[C@H](C)/N=C/C2=C(O)[C@H](C(=O)OC)C(C)(C)CC2=O)C(=O)CC1(C)C,0.350465327501297,0.17910448
COC(=O)[C@@H]1C(O)=C(/C=N/[C@H](C)CN/C=C2\C(=O)CC(C)(C)[C@@H](C(=O)OC)C2=O)C(=O)CC1(C)C,0.350465327501297,0.17910448
C=CCCCCC(C)CCC/C=C\C#CCC[C@H](OC)C(=O)OC[C@@H](O)COP(=O)([O-])CC[N+](C)(C)C,0.3504619002342224,0.20731707
CC(=O)Oc1cc(O)c2c(=O)c3ccccc3[nH]c2c1,0.3504592478275299,0.2923077
CC(C)(C)c1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,0.3504355549812317,0.25862068
O=C1OC2(CN(Cc3ccc(Cl)cc3)C2)C2CN(Cc3ccccc3)CCN12,0.3504011034965515,0.28125
C/C=C(\C)c1c(Cl)c(O)c(C)c(O)c1Oc1cc(C)c(Cl)c(O)c1Cl,0.3503567278385162,0.29268292
CC(C)=CC[C@H]1O[C@]1(C)[C@]1(CO)OC(=O)CC[C@]1(O)CCl,0.3503166735172272,0.20253165
CCCCCCCCCCCC/C=C/C=C/[C@H](CCCCCCC)O/N=N/O,0.3502759039402008,0.19402985
CCCCCCCCC=CCCCCCCCCC1C(=O)OC(C)C1O,0.3502654433250427,0.22916667
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)N(C)C,0.3502567112445831,0.21052632
C=C1[C@H](O)[C@@H](O)[C@@]2(Br)O[C@H]3C[C@](C)(Cl)[C@H](Br)C[C@@]13C2(C)C,0.3502542078495025,0.1641791
C#Cc1cc2cc(c1O)C[C@H](C)C[C@H](OC)[C@H](O)[C@H](C)/C=C(/C)[C@@H](OC(N)=O)[C@H](OC)CC/C=C(/C)C(=O)N2,0.3502181768417358,0.21212122
CCCCC(=O)N[C@@H](c1ccc(Cl)cc1)c1ccc2cccnc2c1O,0.3501905500888824,0.2923077
COC1/C=C/C=C(\C)Cc2cc(O)c(Cl)c(c2)N(C)C(=O)CC(OC(=O)CC(C)C)C2(C)OC2C(C)C2CC1(O)N=C(O)O2,0.3501900434494018,0.23404256
C/C(=N\NC(N)=S)c1c(O)n(-c2ccccc2)c2ccccc2c1=O,0.3501565456390381,0.21818182
C/C=C1/[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)N2[C@H]3C[C@@H]1C1C(OC(C)=O)[C@@]4(C[C@@H]12)C3=Nc1ccccc14,0.3501535356044769,0.26086956
C#C[C@H](O)/C=C/CCCCCCCCCC#CCCCCCCCCCCCCC=CC#CC(=O)O,0.3501398861408233,0.22413793
CCCCCCCCC/C=C/CC/C=C/C(O)C(CO)NC(=O)C(O)CCCCCCCCC,0.3501180708408355,0.22580644
CC(=O)Oc1ccc(C(=O)[C@H]2[C@H]3C(=O)N=C(O)[C@H]3[C@@H]3C=Cc4ccccc4N32)cc1,0.3500770628452301,0.1971831
C=CCCCCC(C)CCC/C=C/C#CCCC(OC)C(=O)OCC(O)COP(=O)([O-])CC[N+](C)(C)C,0.3500247597694397,0.20731707
COc1c(Br)cc(/C=C/C(=O)NCCCNCCCCNCCCN)cc1Br,0.3500010371208191,0.2345679
C[C@H](N)[C@@H](O)/C=C/C=C/CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC/C=C/[C@H](O)[C@H](C)N,0.349951684474945,0.20930232
CC(N)C(O)/C=C/C=C/CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC/C=C/C(O)C(C)N,0.3499116599559784,0.20930232
COc1ccc2c(c1OC)C(=O)OC2N1C(=O)CC[C@H]1C(=O)Nc1ccccc1Cl,0.3498890995979309,0.23
O[C@@H](CS)[C@@H](O)CS,0.3498689532279968,0.16666667
C=CC(O)c1cc(C)ccc1/C(C)=C\C(C)=C\CCC[C@H](O)[CH2][VH][C](C)=O,0.349859356880188,0.16867469
COc1ccccc1CNC[C@H]1Cn2c(-c3cccc(Cl)c3)cnc2CO1,0.3498394191265106,0.24752475
C[C@@H](O)[C@@H]1C(=O)N[C@@H]1OC(=O)c1ccccc1,0.349830150604248,0.26923078
C#C[C@H](O)/C=C/CCCCCCCCCC#CCCCCCCCCCCCC/C=C\C#CC(=O)O,0.3498052358627319,0.22413793
N[C@@H](C[C@H]1CN2C(=O)CC2O1)C(=O)O,0.3497921228408813,0.28846154
COc1cc(/C=C/C(=O)c2cc(Cl)ccc2O)cc(OC)c1OC,0.3497906029224396,0.2923077
COC(=O)[C@@H]1C(O)=C(/C=N/[C@@H](C)CN/C=C2\C(=O)CC(C)(C)[C@@H](C(=O)OC)C2=O)C(=O)CC1(C)C,0.3497709929943084,0.17910448
COC(=O)[C@H]1C(=O)/C(=C/NC[C@@H](C)/N=C/C2=C(O)[C@H](C(=O)OC)C(C)(C)CC2=O)C(=O)CC1(C)C,0.3497709929943084,0.17910448
CC[C@H]1C(=O)N[C@H]1c1ccccc1,0.3497157990932464,0.25641027
SSSSS,0.3496889173984527,0.05882353
COc1ccc2c(c1OC)C(=O)O[C@H]2N1C(=O)CC[C@H]1C(=O)Nc1ccccc1Cl,0.3496590256690979,0.23
CSCCCCCCCCC(=S)NO,0.3496520817279815,0.18181819
CC1(C)C(=O)NC1(c1ccccc1)c1ccccc1,0.34954833984375,0.26190478
C[C@H](CC[C@@H](O)C/C(=C/Cl)CCCC#CBr)C[C@@H](C)[C@@H](O)C/C=C/Cl,0.3495117127895355,0.1594203
CN1[C@@H](CCC(=O)N2CCN(c3ccccc3)CC2)CNC(=O)[C@@H]2[C@H]1CCN2Cc1cccc(Cl)c1,0.3495032489299774,0.26666668
C/C(=C/Br)[C@H](Cl)C/C(Cl)=C(/C)[C@H](O)CBr,0.3494974672794342,0.118644066
CO[C@@H]1/C=C(\C)C[C@H](/C=C/C=C/C#C[C@@H]2C[C@H]2Cl)OC(=O)C[C@]2(O)C[C@H](O[C@]3(C)O[C@@H](C)[C@H]4NC(=O)O[C@@]4(C)[C@H]3OC)[C@@H](C)[C@@H](O2)[C@@H]1C,0.3494737148284912,0.18620689
C[C@@H](O)[C@H]1C(=O)N[C@@H]1OC(=O)c1ccccc1,0.3494362235069275,0.26923078
CC[C@H](C)[C@@H]1/N=C(\O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C)[C@H](C(C)C)Oc2ccc(cc2)/C=C\N=C/1O,0.3493081927299499,0.18446602
CCCCOc1ccc(/C=C/C23N=C(O)CN2c2ccc(C)cc2C3(C)C)cc1OC,0.3493036925792694,0.22857143
C#CCCCCCCCC[C@@H]1C[C@H](C[C@@H](O)CO)C(=O)O1,0.3492484986782074,0.2857143
CCCc1cn(C(=S)Nc2ccccc2)c2ccc(OC)cc12,0.3492329716682434,0.26229507
Cn1c2ccccc2c(=O)c2c(O)cc3c(c21)C[C@H]([C@](C)(Cl)CO)O3,0.3492039144039154,0.20253165
CCC=CCC=CCC=CCCCCCCCCCC(=O)OC[C@@H](O)CO,0.3491475582122803,0.25
C[C@H](O)[C@H](C(=O)O)[C@@H]1[C@@H](Cc2ccccc2)CC[C@H](CCC/C=C\CCC2CCCCC2)[C@H]1CCN,0.3491172790527344,0.23140496
CCC(C)C(NC)C(=O)NC1/C(O)=N/C(CC(C)C)/C(O)=N\C=C/c2ccc(cc2)OC1C(C)C,0.3490322530269623,0.17821783
COc1c(Cl)c(C)c(Cl)c(O)c1[C@@H]1NC(=O)c2c(O)cc(O)c(CC=C(C)C)c21,0.349011480808258,0.1981982
C#CCCCCCCCC[C@@H]1C[C@@H](C[C@@H](O)CO)C(=O)O1,0.3489399254322052,0.2857143
O[C@@H]1Cc2ccccc2[C@@H]1NP(c1ccccc1)c1ccccc1,0.348928153514862,0.21538462
CC[C@H](/C=C/C(=O)CCc1cc(C[C@H](CCCN=C(N)N)COC)c(O)c(OC2CCCC2)c1)CCO,0.3489215970039367,0.21875
CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](Cc2ccccc2)N(C)C(=O)[C@H](CC(C)C)OC(=O)[C@H]1C,0.3488751947879791,0.24637681
COc1cc2c(c(O)c1Cl)C(=O)c1c(O)cc(C=O)cc1C2=O,0.3488055169582367,0.24074075
COC(C)(C)/C=C/CC(C)C1CCC2(C)C3C(O)C=C4C(CCC(O)C4(C)C)C3(C=O)CCC12C,0.3488003611564636,0.22222222
CC[C@H](C)[C@H]1C(=O)O[C@H](CCCCC[C@@H](C)O)C[C@@H](O)[C@@H](C)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,0.3487845361232757,0.27642277
CC(=O)[O-].OC1C23CCCCCCCCCCN4CCC5[C@@H](C2)C[N+]12CCC/C=C\C/C=C\C=C[C@@H](O)[C@@H](O)[C@@]52C43,0.3487784266471863,0.16037735
CCCC/C(C)=C/CCC(C)(O)CCCC(C)CCCC(C)CC(O)CC(C)CCCC(C)C,0.3486935198307037,0.21568628
CCC(C)CCCCCCCC[C@@H](O)C(=O)N[C@@H](COS(=O)(=O)[O-])[C@H](O)/C=C/CCCCCCCCCCCCC(C)C.[Na+],0.3486841917037964,0.22123894
C#CCCCCCCCC[C@@H]1C[C@H](C[C@H](O)CO)C(=O)O1,0.3486390709877014,0.2857143
CC[C@H]1C(=O)N2C(C(=O)O)=C(S/C=C/NC(C)=O)C[C@H]12,0.348575621843338,0.22093023
COc1ccccc1[C@@H](CC/N=C/c1ccc(N(C)C)cc1)[C@H]1CCOC(C)(C)C1,0.3485439717769623,0.23
CN1C(=N)N(C)[C@@]2(C1=O)c1[nH]c3ccccc3c1C[C@@]1(C(=O)N(C)C(=N)N1C)[C@@H]2c1c[nH]c2ccccc12,0.3485370874404907,0.19117647
Cn1c2ccccc2c(=O)c2c(O)cc3c(c21)C[C@H]([C@@](C)(Cl)CO)O3,0.3485301733016968,0.20253165
COc1cc(OC)c2c(c1Cl)O[C@@]1(C(=O)C=C(Nc3c(O)ccc4c(C)cc(=O)oc34)C[C@H]1C)C2=O,0.3485118448734283,0.22077923
C=CC[C@H]1OC(=O)CCNC(=O)C(C)N(C)C(=O)C(C(C)CC)N(C)C(=O)C(C(C)CC)NC(=O)[C@@H]2CCCN2C1=O,0.3484218418598175,0.26363635
C/C=C/C/C(C)=C\[C@H]1C/C=C/C=C/C[C@H](C)/C=C(\C)[C@@H](OC)CCC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](OC)[C@H]2O)CC(=O)O1,0.3482859432697296,0.26923078
CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)CNC(=O)[C@H]([C@@H](O)c2ccccc2)N(C)C1=O,0.3482582867145538,0.2795699
C[C@@]1(c2ccc(Br)cc2)CC(c2ccc(Br)cc2)=Nc2ccccc2N1,0.3482158482074737,0.1724138
COc1cccc(N=Cc2ccccc2O)c1,0.3481739163398742,0.2888889
COc1ccc(C2CC3=Nc4ccccc4NC(c4cccnc4)C3=C(O)C2)cc1,0.3481630384922027,0.1780822
CC(C)CCCCCCCCCCCCCC(O)C(O)C(O)C#CC#CCO,0.3481189310550689,0.20754717
CCCCCCCC/C(C)=C/CCCCCCCC(=O)OC[C@@H](O)CO,0.3480199873447418,0.26785713
CCCCCCCCCCCCC/C=C/C(O)C(CO)N(C)C,0.3480137884616852,0.21052632
COc1ccccc1[C@H](CC/N=C/c1ccc(N(C)C)cc1)[C@H]1CCOC(C)(C)C1,0.3480109572410583,0.23
COc1ccccc1[C@@H](CC/N=C/c1ccc(N(C)C)cc1)[C@@H]1CCOC(C)(C)C1,0.3479905724525451,0.23
COc1ccccc1C(CC/N=C/c1ccc(N(C)C)cc1)C1CCOC(C)(C)C1,0.3479432463645935,0.23
Oc1ccc2c(c1)CCN[C@@H]2c1cccc(Cl)c1,0.3479065001010895,0.25490198
CC(=O)NCCSC1=C(C(=O)O)N2C(=O)[C@H](C(C)(C)O)[C@H]2C1,0.3478960394859314,0.23255815
S=C(NC[C@H]1C[C@@H]2CCN1C[C@@H]2CN1CCCC1)Nc1ccccc1,0.3478299677371979,0.29411766
O=C(Cc1ccccc1)N[C@H](OC[C@@H]1CCCN2CCCC[C@H]12)C(Cl)(Cl)Cl,0.3477640748023987,0.2631579
COc1cc(OC)c2c(c1Cl)O[C@@]1(C(=O)C=C(O)C[C@H]1C)C2=O,0.3477624058723449,0.20618556
Oc1ccc(Br)cc1C=Nc1ccc(N=Cc2cc(Br)ccc2O)cc1,0.3477620780467987,0.23255815
C[C@]1(c2ccc(Br)cc2)CC(c2ccc(Br)cc2)=Nc2ccccc2N1,0.3477325439453125,0.1724138
CN1C(=O)NC(=O)[C@]2(Cc3ccccc3N3CCC[C@@H]32)C1=O,0.3477275669574737,0.24
COc1ccccc1[C@H](CC/N=C/c1ccc(N(C)C)cc1)[C@@H]1CCOC(C)(C)C1,0.347706139087677,0.23
CCC(C)C1/N=C(\O)C(NC(=O)C(CC(C)C)N(C)C)C(C(C)C)Oc2ccc(cc2)/C=C\N=C/1O,0.3476577699184418,0.18446602
CC[N+](CC)(CC)CCOc1ccc(/C=C/c2ccccc2)cc1,0.3476416170597076,0.2982456
CC(C)(Cl)[C@H](Br)C[C@H](Br)[C@@](C)(O)/C=C/Br,0.3475371301174164,0.13157895
CC[C@H](C)[C@H]1C(=O)O[C@@H](CCCCC[C@@H](C)O)C[C@@H](O)[C@@H](C)C(=O)N[C@H](Cc2ccccc2)C(=O)N1C,0.347510278224945,0.27642277
CCCCCCCC/C(C)=C\CCCCCCCC(=O)OC[C@H](O)CO,0.3474429249763489,0.26785713
CCCCCC/C=C\CCC[C@@H]1C=C[C@H](Cc2ccccc2)[C@@H]([C@H](C(=O)O)[C@H](C)O)[C@H]1CCN,0.3473203182220459,0.24242425
CC(C)(Cl)[C@H](Br)C[C@@H](Br)[C@](C)(O)/C=C/Br,0.347317636013031,0.13157895
CCCCCCCCC[C@@H]1N=C(N)N[C@]2(CCCO2)[C@@H]1C(=O)OCCCCCCNC(=N)N,0.3473118245601654,0.2195122
O=C(Nc1cccc(Cl)c1)N[C@H]1C[C@H]2C(=O)NC[C@@H](CCC(=O)N3CCc4ccccc43)N2C1,0.3472764790058136,0.23636363
CS[C@@]12Cc3cccc(O)c3N1C(=O)[C@@]1(Cc3ccccc3O1)NC2=O,0.3472665250301361,0.1904762
COCCn1c(CN/C(C)=C2\C(=O)C=C3Oc4c(C(C)=O)c(O)c(C)c(O)c4[C@@]3(C)C2=O)nc2ccccc21,0.3471594154834747,0.29069766
CC[C@@H]1OC(=O)[C@H](C)[C@H](O)[C@H](C)C(=O)[C@H](C)C[C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H]1C,0.3471578359603882,0.27380952
CCCCCC=CCC=CCC=CCCCCCCC(=O)OC[C@@H](O)CO,0.3471450209617615,0.25
COc1ccc(/C=N/C=C2\c3ccccc3-c3ncccc32)cc1,0.3471047282218933,0.23529412
COc1ccc(/C(=N/NC(=O)c2ccc(Br)cc2)c2ccccc2)cc1,0.3471038937568664,0.28846154
CN1C(=O)NC(=O)[C@@]2(Cc3ccccc3N3CCC[C@@H]32)C1=O,0.3470720946788788,0.24
CC(C)(Cl)[C@@H](Br)C[C@H](Br)[C@@](C)(O)/C=C/Br,0.3470402956008911,0.13157895
COc1ccc(CNC(=O)[C@@H](C)[C@H]2CC[C@@]3(C)CC[C@H](NC(=O)C4CCCCC4)[C@@H](C)[C@@H]3[C@H]2O)cc1,0.3470170795917511,0.2739726
CON1C(=O)[C@@]2(C[C@@H]3N=C([C@@H](C)C[C@H]4C(=O)OC[C@@H]5C[C@@H](C)[C@H](O)[C@@H]54)[C@@H]4[C@@H](O)[C@H]2OC[C@@H]43)c2ccccc21,0.3468867540359497,0.208
CCCCCCCC/C(C)=C\CCCCCCCC(=O)OCC(O)CO,0.3468451201915741,0.26785713
COc1ccc(C=N/C=C2\c3ccccc3-c3ncccc32)cc1,0.3468148112297058,0.23529412
C=C[C@@](C)(O)[C@H](CC=C(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,0.3468072116374969,0.2027027
COc1ccc(CNC(=O)[C@@H](C)[C@@H]2CC[C@@]3(C)CC[C@H](NC(=O)C4CCCCC4)[C@@H](C)[C@@H]3[C@H]2O)cc1,0.3467972576618194,0.2739726
O[C@@H]1C=CC[C@@](O)(CCCCCCCCCCC/C=C\CCCc2ccccc2)C1,0.346768707036972,0.21818182
C=CCCCCCCC#CCCCCCCCC[C@@H]1C[C@@H](CO)OC1=O,0.3467268347740173,0.17741935
O=C(Cc1ccccc1)N[C@@H](OC[C@@H]1CCCN2CCCC[C@H]12)C(Cl)(Cl)Cl,0.346660315990448,0.2631579
O=C(Cc1ccccc1)NC(OC[C@@H]1CCCN2CCCC[C@H]12)C(Cl)(Cl)Cl,0.3465702533721924,0.2631579
CC[C@H]1C(=O)N2C(C(=O)O)=C(S/C=C/NC(C)=O)C[C@@H]12,0.34649658203125,0.22093023
C[C@]12C[C@@H](Cc3cccc(c3)C[C@@H]([C@]3(O)CCN4[C@H](C3)[C@@H]([N+]3=CC=NC3)C[C@H]3OCCC[C@@H]34)CCCC3(CCCC3)CC[C@@](O)(CC(=O)[O-])CN1)N[C@@H](N)C2,0.3464884161949157,0.15079366
CC(C)CCCCCCC#C[C@@H](O)CCCCCCCC[C@@H](O)C#CC#CCO,0.3464119434356689,0.2264151
COC1(OC)C(Br)=C[C@@](O)(CC#N)[C@@H](O)[C@@H]1Br,0.3463513553142547,0.13829787
CC[C@H]1OC(=O)[C@H](OC)[C@@H](O)[C@H](C)[C@@H](O)[C@@H](C)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C,0.3462382555007934,0.26086956
CCCCCCCCCCCCCCCCCCCCNCCc1c[nH]c2ccccc12,0.3461811244487762,0.2982456
CCCCCCCCCCCCCCCCCCCCCCCCCC[C@H](C)CCO,0.3461554050445556,0.2857143
CN(C)c1ccc(CN[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2cccc3ccccc23)cc1,0.3461330533027649,0.2236842
C#CCc1cc2cc(c1O)C[C@H](C)C[C@@H](OC)[C@H](O)[C@@H](C)/C=C(/C)[C@@H](OC(N)=O)[C@H](OC)/C=C/C=C(/C)C(=O)N2,0.3460290729999542,0.26717559
CCCCCCCC/C=C/C#C/C=C/OC[C@@H](O)CO,0.3460133671760559,0.21428572
Clc1nc(N(c2ccccc2)c2ccccc2)nc(N(C2CCCCC2)C2CCCCC2)n1,0.34597909450531,0.21568628
CC[C@@H](C)[C@@H]1OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]([C@@H](C)CC)OC(=O)[C@@H](CC(C)C)N(C)C1=O,0.3459457159042358,0.24705882
CCCCCCCC/C=C/C#C/C=C\OC[C@@H](O)CO,0.3459300696849823,0.21428572
CC(=O)OCOC(=O)C1=C(COC(N)=O)SC2C(C(C)O)C(=O)N12,0.3459300398826599,0.25555557
CCCCCCCC/C=C\C#C/C=C/OC[C@@H](O)CO,0.3458753228187561,0.21428572
CN(C)c1ccc(/C(=N/Nc2ccc(Br)cc2)c2ccccc2)cc1,0.3458568155765533,0.1884058
OCC1OC(CC2(CCl)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,0.34577476978302,0.21666667
CCCCCCCC/C=C\C#C/C=C\OC[C@@H](O)CO,0.3457229435443878,0.21428572
C[C@H](O)c1c(-c2ccc(Cl)cc2)noc1C(=O)N1CCN(c2ccccc2)CC1,0.3455951809883117,0.27419356
CCC1CCCC(CC)/C(O)=N/CCCC(CC)C(O[C@H]2OC(C)[C@@H](O)[C@H](N)C2O)CC1,0.3455608785152435,0.21518987
C#C/C=C\CCCCCCCCCC/C=C\CCCCCCCCCCCCC#CC#CCO,0.345496267080307,0.16981132
