epoch,train_loss,val_auc,val_prc,val_acc,lr
1,0.2557854362559028,0.7671593366979091,0.15293932263671467,0.9466145833333334,0.0005573770491803278
2,0.2001314919169356,0.7398341744772892,0.14286211043552438,0.9505208333333334,0.0009968593341909892
3,0.18495018756001946,0.7833093006488825,0.21774137085670775,0.9466145833333334,0.0008762397501349779
4,0.1646976207602557,0.7691420331651047,0.22053203950313993,0.9466145833333334,0.0007702150879087879
5,0.15091559492293896,0.7772891131939438,0.2832368167771075,0.9479166666666666,0.0006770193677597475
6,0.13970909655336441,0.7675558759913482,0.26693196099551775,0.9505208333333334,0.0005951002927848235
7,0.13151370855124017,0.7589401586157174,0.2600366794904673,0.9479166666666666,0.0005230933933905671
8,0.12221159192362452,0.7564167267483777,0.24457009138866437,0.9479166666666666,0.00045979930026315174
9,0.11516737778920953,0.7693222782984859,0.2601312010719416,0.9466145833333334,0.00040416376730002194
10,0.10767435338499586,0.775630857966835,0.2745952233219601,0.9505208333333334,0.00035526011175888913
11,0.1015026250899565,0.7633381398702236,0.25591822531727165,0.9427083333333334,0.0003122737791417343
12,0.09693795130625973,0.7552992069214132,0.2879827352474725,0.94921875,0.00027448877572172506
13,0.09358113901159627,0.7609589041095891,0.2822708006680114,0.9453125,0.00024127574272899294
14,0.08924082000323427,0.7584354722422494,0.258296242452423,0.9466145833333334,0.00021208147355520346
15,0.08647018213703381,0.7473323720259553,0.27422981112571654,0.9505208333333334,0.0001864196993722138
16,0.08320722827400134,0.7517664023071378,0.2800223092364326,0.9518229166666666,0.00016386298968721925
17,0.08111650567895513,0.7563085796683491,0.28650399511109054,0.9466145833333334,0.00014403563292751412
18,0.0782713907869245,0.7550468637346791,0.2826788440484098,0.9427083333333334,0.00012660737847167283
19,0.07609474047170423,0.7607426099495314,0.28429518958037225,0.9479166666666666,0.00011128793589247607
20,0.07461687085044579,0.7573540014419612,0.2786094975762215,0.94921875,0.0001
