epoch,train_loss,val_auc,val_prc,val_acc,lr
1,0.23858849468027674,0.7452646239554317,0.30406278217455285,0.9375,0.0005573770491803278
2,0.20499226820420444,0.7533147632311978,0.34602900916880375,0.9427083333333334,0.0009979798666177075
3,0.18175325109585513,0.7847075208913649,0.32158115810238463,0.94140625,0.0009185752805548271
4,0.16548784592045032,0.82016713091922,0.42608493955300875,0.9453125,0.000845488545681857
5,0.15263130340149733,0.8103899721448468,0.402974744173179,0.9453125,0.0007782169801558843
6,0.14043343426069108,0.7834540389972144,0.34292390663889405,0.9401041666666666,0.0007162978981749909
7,0.1331125807350244,0.8309470752089136,0.4538084374417699,0.94140625,0.0006593054276805092
8,0.12146145514235264,0.8089693593314763,0.4283419926740281,0.9505208333333334,0.0006068475812598103
9,0.1147164428924642,0.8230362116991643,0.42781321975241515,0.94140625,0.000558563560103646
10,0.10877487828152452,0.8173816155988857,0.3843251362636028,0.9401041666666666,0.000514121272474983
11,0.0992403819521026,0.8229526462395543,0.3909153379361208,0.9388020833333334,0.00047321504962165604
12,0.09301007601122062,0.8108356545961003,0.3757969774724482,0.9401041666666666,0.00043556354342315785
13,0.08906012411585183,0.7984122562674095,0.35963403466165517,0.9401041666666666,0.00040090779131183197
14,0.08452267291372627,0.8026462395543175,0.3582812621221198,0.94140625,0.0003690094351592282
15,0.0810503195819816,0.8025348189415041,0.34991907144834183,0.9375,0.00033964908187733166
16,0.07773629963640274,0.8214206128133705,0.3941753709006211,0.9427083333333334,0.00031262479445907845
17,0.0730900349534624,0.8023398328690807,0.3722045210879232,0.94140625,0.0002877507030797126
18,0.07054597902588727,0.7986908077994428,0.3330758289282903,0.9322916666666666,0.0002648557267063065
19,0.06939651135627817,0.8110027855153203,0.38036881122308414,0.94140625,0.00024378239642282705
20,0.06620514217188687,0.8003064066852369,0.3464522405072836,0.9388020833333334,0.0002243857723777181
21,0.06325676243721955,0.8046796657381615,0.35699797214902396,0.9401041666666666,0.0002065324469048931
22,0.06237948579123107,0.8025905292479109,0.3628196494870247,0.9361979166666666,0.00019009962696172383
23,0.0592557177689623,0.7988857938718662,0.348854650959921,0.94140625,0.00017497428957314305
24,0.05898573984036116,0.808133704735376,0.3658911775834084,0.9375,0.000161052404473106
25,0.05661754173082792,0.7996100278551531,0.35830273624707804,0.9361979166666666,0.00014823821859683188
26,0.05560172664198449,0.7964623955431755,0.3426697857552058,0.9348958333333334,0.0001364435975026478
27,0.05380079811211766,0.7986072423398328,0.34323999842482017,0.9388020833333334,0.00012558741919381397
28,0.05243187732388818,0.7962116991643454,0.3481685969177161,0.93359375,0.00011559501617110823
29,0.05121884276954139,0.8004735376044569,0.3534613184479062,0.93359375,0.00010639766187867449
30,0.051068695277217926,0.8064623955431753,0.3567665224588047,0.9361979166666666,0.0001
